,BALY US Equity,BALY US Equity,BALY US Equity,BALY US Equity,BALY US Equity
2023-01-31,19.62,19.95,19.22,19.87,372074.0
2023-02-01,19.88,21.0,19.88,20.77,597984.0
2023-02-02,20.99,21.15,20.27,20.89,553418.0
2023-02-03,20.55,21.325,20.55,21.01,377086.0
2023-02-04,20.55,21.325,20.55,21.01,377086.0
2023-02-05,20.55,21.325,20.55,21.01,377086.0
2023-02-06,20.76,20.76,19.89,19.92,227006.0
2023-02-07,19.8,20.63,19.64,20.49,294677.0
2023-02-08,20.27,20.37,19.61,19.66,170297.0
2023-02-09,19.97,20.06,19.16,19.27,273814.0
2023-02-10,19.17,19.24,18.76,19.12,313099.0
2023-02-11,19.17,19.24,18.76,19.12,313099.0
2023-02-12,19.17,19.24,18.76,19.12,313099.0
2023-02-13,18.98,19.72,18.87,19.51,431183.0
2023-02-14,19.32,20.03,19.13,19.9,421978.0
2023-02-15,19.9,20.8,19.83,20.71,651996.0
2023-02-16,20.44,20.8,20.3287,20.5,416830.0
2023-02-17,20.59,21.0,19.99,20.94,506459.0
2023-02-18,20.59,21.0,19.99,20.94,506459.0
2023-02-19,20.59,21.0,19.99,20.94,506459.0
2023-02-20,20.59,21.0,19.99,20.94,506459.0
2023-02-21,20.65,20.96,19.63,19.86,365856.0
2023-02-22,19.83,20.245,19.385,19.94,589303.0
2023-02-23,20.07,20.29,19.22,19.48,270445.0
2023-02-24,19.0,19.12,17.82,18.24,710825.0
2023-02-25,19.0,19.12,17.82,18.24,710825.0
2023-02-26,19.0,19.12,17.82,18.24,710825.0
2023-02-27,18.5,19.71,18.24,19.45,878522.0
2023-02-28,19.48,19.905,19.48,19.75,428273.0
2023-03-01,19.9,20.61,19.7,20.35,577895.0
2023-03-02,20.21,20.35,19.735,20.08,319243.0
2023-03-03,20.36,20.86,20.36,20.59,426256.0
2023-03-04,20.36,20.86,20.36,20.59,426256.0
2023-03-05,20.36,20.86,20.36,20.59,426256.0
2023-03-06,20.53,20.84,19.435,19.54,291401.0
2023-03-07,19.56,19.93,19.4,19.54,367088.0
2023-03-08,19.71,20.0,19.27,19.45,337184.0
2023-03-09,19.34,19.6,18.89,19.27,439412.0
2023-03-10,19.02,19.25,18.29,18.74,619562.0
2023-03-11,19.02,19.25,18.29,18.74,619562.0
2023-03-12,19.02,19.25,18.29,18.74,619562.0
2023-03-13,18.37,18.78,17.55,18.44,473939.0
2023-03-14,19.07,19.37,18.71,18.96,293102.0
2023-03-15,18.18,18.93,17.67,18.91,355778.0
2023-03-16,18.64,19.47,18.47,19.17,233562.0
2023-03-17,19.08,19.45,18.46,19.2,833835.0
2023-03-18,19.08,19.45,18.46,19.2,833835.0
2023-03-19,19.08,19.45,18.46,19.2,833835.0
2023-03-20,19.43,19.51,18.77,18.81,208279.0
2023-03-21,19.28,19.65,19.2,19.38,260427.0
2023-03-22,19.4,19.43,18.63,18.66,185850.0
2023-03-23,18.8,18.9,18.005,18.18,271218.0
2023-03-24,17.92,18.1,17.51,18.01,370249.0
2023-03-25,17.92,18.1,17.51,18.01,370249.0
2023-03-26,17.92,18.1,17.51,18.01,370249.0
2023-03-27,18.29,18.32,17.54,18.15,206348.0
2023-03-28,18.05,18.54,17.98,18.02,196350.0
2023-03-29,18.23,19.01,18.08,19.01,199403.0
2023-03-30,19.24,19.64,18.96,19.02,233011.0
2023-03-31,19.22,19.785,19.22,19.52,373714.0
2023-04-01,19.22,19.785,19.22,19.52,373714.0
2023-04-02,19.22,19.785,19.22,19.52,373714.0
2023-04-03,19.53,19.6199,18.73,19.05,248285.0
2023-04-04,19.1,19.26,18.44,19.11,196787.0
2023-04-05,18.9,19.02,18.351,18.46,143637.0
2023-04-06,18.48,18.48,17.9465,18.44,147993.0
2023-04-07,18.48,18.48,17.9465,18.44,147993.0
2023-04-08,18.48,18.48,17.9465,18.44,147993.0
2023-04-09,18.48,18.48,17.9465,18.44,147993.0
2023-04-10,18.28,18.8,18.19,18.69,175753.0
2023-04-11,18.74,19.31,18.74,18.98,152580.0
2023-04-12,19.28,19.28,18.07,18.1,254669.0
2023-04-13,18.23,18.68,18.17,18.5,88980.0
2023-04-14,18.47,18.76,18.08,18.28,112292.0
2023-04-15,18.47,18.76,18.08,18.28,112292.0
2023-04-16,18.47,18.76,18.08,18.28,112292.0
2023-04-17,18.35,18.47,17.975,18.03,126438.0
2023-04-18,18.21,18.65,18.09,18.39,187826.0
2023-04-19,18.31,19.03,18.2312,18.6,167909.0
2023-04-20,18.42,18.645,18.18,18.42,123723.0
2023-04-21,18.49,18.6,18.11,18.54,259688.0
2023-04-22,18.49,18.6,18.11,18.54,259688.0
2023-04-23,18.49,18.6,18.11,18.54,259688.0
2023-04-24,18.47,18.66,18.04,18.18,194478.0
2023-04-25,17.93,17.97,17.08,17.09,206858.0
2023-04-26,16.97,17.33,16.76,16.81,202671.0
2023-04-27,16.91,17.17,16.72,17.0,317134.0
2023-04-28,16.91,17.44,16.91,17.2,221444.0
2023-04-29,16.91,17.44,16.91,17.2,221444.0
2023-04-30,16.91,17.44,16.91,17.2,221444.0
2023-05-01,17.22,17.76,17.22,17.45,286635.0
2023-05-02,17.44,17.69,16.86,17.69,281826.0
2023-05-03,17.72,17.83,16.67,16.71,329112.0
2023-05-04,16.54,16.54,15.09,15.2,463071.0
2023-05-05,15.58,16.05,15.41,15.82,271013.0
2023-05-06,15.58,16.05,15.41,15.82,271013.0
2023-05-07,15.58,16.05,15.41,15.82,271013.0
2023-05-08,15.92,16.1,15.55,15.98,234669.0
2023-05-09,16.64,16.64,14.75,15.45,444947.0
2023-05-10,15.76,15.76,15.13,15.64,474395.0
2023-05-11,15.48,15.59,14.87,14.9,292764.0
2023-05-12,14.96,14.96,14.17,14.63,423267.0
2023-05-13,14.96,14.96,14.17,14.63,423267.0
2023-05-14,14.96,14.96,14.17,14.63,423267.0
2023-05-15,14.78,15.89,14.78,15.67,342495.0
2023-05-16,15.59,15.655,14.25,14.32,476557.0
2023-05-17,14.4,15.629,14.37,15.46,473290.0
2023-05-18,15.39,15.86,15.28,15.58,273970.0
2023-05-19,15.72,16.0,15.2301,15.4,339221.0
2023-05-20,15.72,16.0,15.2301,15.4,339221.0
2023-05-21,15.72,16.0,15.2301,15.4,339221.0
2023-05-22,15.43,15.85,15.43,15.5,310770.0
2023-05-23,15.37,15.52,14.11,14.14,348101.0
2023-05-24,14.05,14.07,13.37,13.72,453270.0
2023-05-25,13.74,13.8,13.26,13.29,557804.0
2023-05-26,13.34,13.65,13.09,13.52,487806.0
2023-05-27,13.34,13.65,13.09,13.52,487806.0
2023-05-28,13.34,13.65,13.09,13.52,487806.0
2023-05-29,13.34,13.65,13.09,13.52,487806.0
2023-05-30,13.6,13.94,13.2,13.23,436603.0
2023-05-31,13.13,13.615,13.125,13.59,537630.0
2023-06-01,13.53,14.265,13.3,14.13,450591.0
2023-06-02,14.54,15.53,14.41,15.32,506099.0
2023-06-03,14.54,15.53,14.41,15.32,506099.0
2023-06-04,14.54,15.53,14.41,15.32,506099.0
2023-06-05,15.24,15.4977,15.01,15.34,317607.0
2023-06-06,15.25,15.85,15.25,15.6,292462.0
2023-06-07,15.69,16.0299,15.545,15.8,330988.0
2023-06-08,15.8,16.16,15.5,16.03,260572.0
2023-06-09,16.05,16.36,15.9,16.05,337114.0
2023-06-10,16.05,16.36,15.9,16.05,337114.0
2023-06-11,16.05,16.36,15.9,16.05,337114.0
2023-06-12,16.13,16.5589,16.01,16.4,475155.0
2023-06-13,16.56,16.75,16.07,16.09,270916.0
2023-06-14,16.03,16.19,15.775,16.0,260196.0
2023-06-15,15.84,15.985,15.31,15.6,328101.0
2023-06-16,15.79,15.79,15.01,15.04,395365.0
2023-06-17,15.79,15.79,15.01,15.04,395365.0
2023-06-18,15.79,15.79,15.01,15.04,395365.0
2023-06-19,15.79,15.79,15.01,15.04,395365.0
2023-06-20,15.1,15.25,14.58,14.81,341130.0
2023-06-21,14.7,14.7,14.15,14.36,470768.0
2023-06-22,14.35,14.46,14.11,14.17,254990.0
2023-06-23,13.79,14.6,13.4,14.52,1864169.0
2023-06-24,13.79,14.6,13.4,14.52,1864169.0
2023-06-25,13.79,14.6,13.4,14.52,1864169.0
2023-06-26,14.58,15.12,14.52,14.59,280743.0
2023-06-27,14.72,15.66,14.63,15.34,395008.0
2023-06-28,15.21,15.4,14.71,14.89,350526.0
2023-06-29,14.72,15.51,14.72,15.38,289916.0
2023-06-30,15.57,15.77,15.2858,15.56,198209.0
2023-07-01,15.57,15.77,15.2858,15.56,198209.0
2023-07-02,15.57,15.77,15.2858,15.56,198209.0
2023-07-03,15.47,15.88,15.47,15.77,106845.0
2023-07-04,15.47,15.88,15.47,15.77,106845.0
2023-07-05,15.52,15.52,14.74,14.76,300606.0
2023-07-06,14.5,14.63,14.12,14.37,311793.0
2023-07-07,14.42,15.07,14.385,14.86,288649.0
2023-07-08,14.42,15.07,14.385,14.86,288649.0
2023-07-09,14.42,15.07,14.385,14.86,288649.0
2023-07-10,14.8,15.41,14.8,15.41,189513.0
2023-07-11,15.55,16.1346,15.52,15.97,259655.0
2023-07-12,16.3,16.3,15.78,15.86,181143.0
2023-07-13,16.06,16.1,15.675,15.77,225836.0
2023-07-14,15.77,15.77,15.13,15.42,143910.0
2023-07-15,15.77,15.77,15.13,15.42,143910.0
2023-07-16,15.77,15.77,15.13,15.42,143910.0
2023-07-17,15.34,15.46,14.81,15.05,229604.0
2023-07-18,14.84,15.385,14.78,15.32,187358.0
2023-07-19,15.44,15.69,15.15,15.6,156767.0
2023-07-20,15.49,15.675,15.28,15.5,145967.0
2023-07-21,15.74,15.75,15.25,15.65,249373.0
2023-07-22,15.74,15.75,15.25,15.65,249373.0
2023-07-23,15.74,15.75,15.25,15.65,249373.0
2023-07-24,15.55,16.03,15.55,15.97,190376.0
2023-07-25,16.0,16.1,15.7,15.87,195244.0
2023-07-26,15.93,16.74,15.801,16.6,304771.0
2023-07-27,16.7,16.85,15.89,16.05,370067.0
2023-07-28,16.36,16.47,15.995,16.18,210615.0
2023-07-29,16.36,16.47,15.995,16.18,210615.0
2023-07-30,16.36,16.47,15.995,16.18,210615.0
2023-07-31,16.28,16.75,16.24,16.28,148346.0
2023-08-01,16.11,16.18,15.79,15.93,167061.0
2023-08-02,15.74,15.8,15.44,15.73,185411.0
2023-08-03,14.75,15.72,14.16,15.2,424311.0
2023-08-04,15.22,15.52,14.84,14.93,270820.0
2023-08-05,15.22,15.52,14.84,14.93,270820.0
2023-08-06,15.22,15.52,14.84,14.93,270820.0
2023-08-07,14.92,15.27,14.92,15.26,161174.0
2023-08-08,14.95,15.56,14.83,15.42,239069.0
2023-08-09,15.38,15.52,14.91,15.3,178805.0
2023-08-10,15.38,15.5,15.0,15.14,153979.0
2023-08-11,15.08,15.16,14.86,14.9,192566.0
2023-08-12,15.08,15.16,14.86,14.9,192566.0
2023-08-13,15.08,15.16,14.86,14.9,192566.0
2023-08-14,14.75,15.3,14.6744,15.3,197191.0
2023-08-15,15.13,15.13,14.77,14.84,141408.0
2023-08-16,14.73,15.12,14.53,14.96,218643.0
2023-08-17,14.98,15.09,14.42,14.73,327257.0
2023-08-18,14.49,15.15,14.49,14.82,149093.0
2023-08-19,14.49,15.15,14.49,14.82,149093.0
2023-08-20,14.49,15.15,14.49,14.82,149093.0
2023-08-21,14.81,14.98,14.485,14.85,219633.0
2023-08-22,14.98,15.071,14.6,14.74,151632.0
2023-08-23,14.75,15.0,14.48,14.84,128152.0
2023-08-24,14.72,15.0,14.7,14.9,126328.0
2023-08-25,14.97,15.0658,14.57,14.9,208084.0
2023-08-26,14.97,15.0658,14.57,14.9,208084.0
2023-08-27,14.97,15.0658,14.57,14.9,208084.0
2023-08-28,15.03,15.54,15.03,15.49,234131.0
2023-08-29,15.44,16.04,15.3,16.02,201843.0
2023-08-30,15.92,16.5,15.92,16.45,221961.0
2023-08-31,16.45,16.73,16.3851,16.6,224879.0
2023-09-01,16.74,16.96,16.44,16.45,189412.0
2023-09-02,16.74,16.96,16.44,16.45,189412.0
2023-09-03,16.74,16.96,16.44,16.45,189412.0
2023-09-04,16.74,16.96,16.44,16.45,189412.0
2023-09-05,16.22,16.22,15.795,16.14,236262.0
2023-09-06,16.14,16.29,15.48,15.51,149714.0
2023-09-07,15.37,15.37,15.07,15.29,173528.0
2023-09-08,15.23,15.48,14.99,15.2,137493.0
2023-09-09,15.23,15.48,14.99,15.2,137493.0
2023-09-10,15.23,15.48,14.99,15.2,137493.0
2023-09-11,15.39,15.58,15.09,15.28,135929.0
2023-09-12,15.21,15.61,15.21,15.31,129709.0
2023-09-13,15.37,15.67,15.0547,15.57,166671.0
2023-09-14,15.65,15.98,15.47,15.54,194485.0
2023-09-15,15.47,15.99,15.45,15.78,376790.0
2023-09-16,15.47,15.99,15.45,15.78,376790.0
2023-09-17,15.47,15.99,15.45,15.78,376790.0
2023-09-18,15.75,16.17,15.47,15.99,127821.0
2023-09-19,15.92,16.21,15.52,15.81,163463.0
2023-09-20,15.98,16.17,15.56,15.56,147736.0
2023-09-21,15.31,15.32,14.92,14.94,129110.0
2023-09-22,15.0,15.08,14.41,14.66,251045.0
2023-09-23,15.0,15.08,14.41,14.66,251045.0
2023-09-24,15.0,15.08,14.41,14.66,251045.0
2023-09-25,14.52,14.67,14.241,14.28,174407.0
2023-09-26,14.15,14.58,13.68,13.68,322176.0
2023-09-27,13.77,13.9,13.22,13.33,410848.0
2023-09-28,13.3,13.56,13.16,13.21,372388.0
2023-09-29,13.36,13.51,13.05,13.11,422331.0
2023-09-30,13.36,13.51,13.05,13.11,422331.0
2023-10-01,13.36,13.51,13.05,13.11,422331.0
2023-10-02,13.0,13.13,12.12,12.31,527096.0
2023-10-03,12.1,12.14,11.31,11.48,573073.0
2023-10-04,11.58,11.58,10.83,10.88,687092.0
2023-10-05,10.74,10.7584,9.99,10.27,1351611.0
2023-10-06,10.25,10.69,10.0,10.5,1654558.0
2023-10-07,10.25,10.69,10.0,10.5,1654558.0
2023-10-08,10.25,10.69,10.0,10.5,1654558.0
2023-10-09,10.39,10.53,9.97,10.43,559721.0
2023-10-10,10.42,11.21,10.42,10.91,535783.0
2023-10-11,11.04,11.3,10.65,10.76,274715.0
2023-10-12,10.63,10.69,9.75,9.94,872772.0
2023-10-13,9.95,10.14,9.43,9.59,587771.0
2023-10-14,9.95,10.14,9.43,9.59,587771.0
2023-10-15,9.95,10.14,9.43,9.59,587771.0
2023-10-16,9.72,9.94,9.66,9.81,338261.0
2023-10-17,9.72,10.28,9.72,9.88,396253.0
2023-10-18,9.68,9.68,9.2,9.21,517210.0
2023-10-19,9.19,9.38,9.12,9.21,376974.0
2023-10-20,9.16,9.29,8.76,8.8,505589.0
2023-10-21,9.16,9.29,8.76,8.8,505589.0
2023-10-22,9.16,9.29,8.76,8.8,505589.0
2023-10-23,8.68,8.82,8.515,8.61,2543868.0
2023-10-24,8.72,8.91,8.55,8.65,586869.0
2023-10-25,8.49,8.51,8.12,8.13,1591473.0
2023-10-26,8.12,8.65,7.8,8.64,699358.0
2023-10-27,8.75,8.9499,8.56,8.65,390239.0
2023-10-28,8.75,8.9499,8.56,8.65,390239.0
2023-10-29,8.75,8.9499,8.56,8.65,390239.0
2023-10-30,8.83,8.98,8.61,8.97,397606.0
2023-10-31,8.91,9.34,8.84,9.12,393500.0
2023-11-01,8.77,8.9324,7.28,7.77,1303087.0
2023-11-02,7.84,8.18,7.37,8.16,770766.0
2023-11-03,8.65,9.85,8.61,9.32,1292814.0
2023-11-04,8.65,9.85,8.61,9.32,1292814.0
2023-11-05,8.65,9.85,8.61,9.32,1292814.0
2023-11-06,9.27,9.75,8.7,8.8,899520.0
2023-11-07,8.73,9.07,8.53,8.96,691253.0
2023-11-08,9.81,10.2,9.68,10.0,1285533.0
2023-11-09,10.11,10.1591,9.7,9.83,802342.0
2023-11-10,9.81,10.0997,9.54,10.06,901448.0
2023-11-11,9.81,10.0997,9.54,10.06,901448.0
2023-11-12,9.81,10.0997,9.54,10.06,901448.0
2023-11-13,10.0,10.52,10.0,10.35,1166091.0
2023-11-14,10.96,11.42,10.9,11.28,1051020.0
2023-11-15,11.4,11.65,11.04,11.17,790516.0
2023-11-16,11.12,11.37,10.91,10.93,574049.0
2023-11-17,10.98,11.39,10.96,11.23,635268.0
2023-11-18,10.98,11.39,10.96,11.23,635268.0
2023-11-19,10.98,11.39,10.96,11.23,635268.0
2023-11-20,11.28,11.85,11.22,11.77,929891.0
2023-11-21,11.65,11.83,11.55,11.56,632585.0
2023-11-22,11.73,12.21,11.73,12.0,942033.0
2023-11-23,11.73,12.21,11.73,12.0,942033.0
2023-11-24,11.96,12.45,11.92,12.03,361478.0
2023-11-25,11.96,12.45,11.92,12.03,361478.0
2023-11-26,11.96,12.45,11.92,12.03,361478.0
2023-11-27,11.91,12.111,11.79,11.86,634797.0
2023-11-28,11.74,11.78,11.27,11.35,285674.0
2023-11-29,11.43,11.58,10.98,11.42,404228.0
2023-11-30,11.52,11.55,11.21,11.52,465553.0
2023-12-01,11.44,12.84,11.3812,12.64,765158.0
2023-12-02,11.44,12.84,11.3812,12.64,765158.0
2023-12-03,11.44,12.84,11.3812,12.64,765158.0
2023-12-04,12.78,12.88,12.28,12.37,687251.0
2023-12-05,12.12,12.12,11.31,11.4,586733.0
2023-12-06,11.55,12.355,11.5,11.98,596248.0
2023-12-07,12.05,12.06,11.8,12.05,457227.0
2023-12-08,12.06,12.88,12.06,12.69,511356.0
2023-12-09,12.06,12.88,12.06,12.69,511356.0
2023-12-10,12.06,12.88,12.06,12.69,511356.0
2023-12-11,12.62,13.11,12.5,12.68,477586.0
2023-12-12,12.69,12.83,12.35,12.68,452072.0
2023-12-13,12.7,13.68,12.55,13.51,558069.0
2023-12-14,14.0,14.75,14.0,14.39,713126.0
2023-12-15,14.47,14.79,14.14,14.68,837825.0
2023-12-16,14.47,14.79,14.14,14.68,837825.0
2023-12-17,14.47,14.79,14.14,14.68,837825.0
2023-12-18,14.73,14.82,14.4,14.63,487580.0
2023-12-19,14.83,15.25,14.82,15.0,639710.0
2023-12-20,14.93,15.26,13.8447,13.91,689787.0
2023-12-21,14.2,14.84,14.09,14.51,475470.0
2023-12-22,14.6,14.86,14.295,14.39,347371.0
2023-12-23,14.6,14.86,14.295,14.39,347371.0
2023-12-24,14.6,14.86,14.295,14.39,347371.0
2023-12-25,14.6,14.86,14.295,14.39,347371.0
2023-12-26,14.44,14.77,14.43,14.69,170432.0
2023-12-27,14.66,14.72,14.321,14.36,201359.0
2023-12-28,14.26,14.57,14.26,14.33,323073.0
2023-12-29,14.24,14.28,13.86,13.94,287098.0
2023-12-30,14.24,14.28,13.86,13.94,287098.0
2023-12-31,14.24,14.28,13.86,13.94,287098.0
2024-01-01,14.24,14.28,13.86,13.94,287098.0
2024-01-02,13.75,14.09,13.33,13.44,415738.0
2024-01-03,13.2,13.2,12.03,12.13,508062.0
2024-01-04,12.21,12.46,12.04,12.35,305229.0
2024-01-05,11.79,12.31,11.53,11.92,382460.0
2024-01-06,11.79,12.31,11.53,11.92,382460.0
2024-01-07,11.79,12.31,11.53,11.92,382460.0
2024-01-08,11.89,12.25,11.84,12.06,261875.0
2024-01-09,11.76,11.85,11.56,11.71,294857.0
2024-01-10,11.59,11.8,11.41,11.54,198656.0
2024-01-11,11.61,11.6899,11.3301,11.36,245814.0
2024-01-12,11.47,11.75,10.53,10.62,609067.0
2024-01-13,11.47,11.75,10.53,10.62,609067.0
2024-01-14,11.47,11.75,10.53,10.62,609067.0
2024-01-15,11.47,11.75,10.53,10.62,609067.0
2024-01-16,10.42,10.66,10.36,10.64,455247.0
2024-01-17,10.29,10.625,10.05,10.33,401777.0
2024-01-18,10.49,10.64,10.26,10.64,380917.0
2024-01-19,10.73,10.73,10.21,10.63,296843.0
2024-01-20,10.73,10.73,10.21,10.63,296843.0
2024-01-21,10.73,10.73,10.21,10.63,296843.0
2024-01-22,10.74,10.96,10.66,10.96,270078.0
2024-01-23,11.15,11.35,11.08,11.31,285532.0
2024-01-24,11.55,11.67,11.29,11.57,378251.0
2024-01-25,11.85,11.9,11.29,11.45,264751.0
2024-01-26,11.62,11.74,11.4,11.53,175677.0
2024-01-27,11.62,11.74,11.4,11.53,175677.0
2024-01-28,11.62,11.74,11.4,11.53,175677.0
2024-01-29,11.51,11.94,11.43,11.92,261958.0
2024-01-30,11.78,11.84,11.58,11.59,201406.0
2024-01-31,11.57,11.88,11.26,11.26,290299.0
2024-02-01,11.41,11.56,10.91,11.44,208046.0
2024-02-02,11.2,11.36,10.72,11.29,288528.0
2024-02-03,11.2,11.36,10.72,11.29,288528.0
2024-02-04,11.2,11.36,10.72,11.29,288528.0
2024-02-05,11.01,11.01,10.63,10.71,275925.0
2024-02-06,10.65,11.05,10.52,10.84,212431.0
2024-02-07,10.88,10.88,10.35,10.66,310428.0
2024-02-08,10.67,11.25,10.67,11.18,230208.0
2024-02-09,11.31,11.37,10.99,11.3,178453.0
2024-02-10,11.31,11.37,10.99,11.3,178453.0
2024-02-11,11.31,11.37,10.99,11.3,178453.0
2024-02-12,11.28,11.77,11.28,11.52,278848.0
2024-02-13,10.74,11.04,10.522,10.67,333526.0
2024-02-14,10.92,11.04,10.625,10.99,231388.0
2024-02-15,11.1,11.355,10.97,11.26,316068.0
2024-02-16,10.94,11.35,10.83,11.01,875804.0
2024-02-17,10.94,11.35,10.83,11.01,875804.0
2024-02-18,10.94,11.35,10.83,11.01,875804.0
2024-02-19,10.94,11.35,10.83,11.01,875804.0
2024-02-20,10.83,10.835,10.43,10.56,229014.0
2024-02-21,10.5,10.6,10.261,10.3,281666.0
2024-02-22,11.11,11.11,10.11,10.51,1335070.0
2024-02-23,10.52,10.52,10.2,10.25,497356.0
2024-02-24,10.52,10.52,10.2,10.25,497356.0
2024-02-25,10.52,10.52,10.2,10.25,497356.0
2024-02-26,10.13,10.47,10.02,10.34,404332.0
2024-02-27,10.56,10.78,10.35,10.58,502253.0
2024-02-28,10.48,11.0,10.19,10.55,1028166.0
2024-02-29,10.83,11.47,10.83,11.24,802984.0
2024-03-01,11.29,11.29,10.62,10.68,657039.0
2024-03-02,11.29,11.29,10.62,10.68,657039.0
2024-03-03,11.29,11.29,10.62,10.68,657039.0
2024-03-04,10.7,10.7,10.17,10.21,523776.0
2024-03-05,10.05,10.44,9.74,9.75,593252.0
2024-03-06,9.88,10.53,9.8,10.5,665372.0
2024-03-07,10.63,11.22,10.63,10.94,399373.0
2024-03-08,11.13,11.39,10.55,10.62,307150.0
2024-03-09,11.13,11.39,10.55,10.62,307150.0
2024-03-10,11.13,11.39,10.55,10.62,307150.0
2024-03-11,10.55,13.75,10.55,13.64,3276708.0
2024-03-12,13.75,14.68,13.57,13.88,1858174.0
2024-03-13,13.9,14.28,13.53,13.73,839741.0
2024-03-14,13.7,14.01,13.32,13.46,773301.0
2024-03-15,13.38,13.57,13.14,13.32,610040.0
2024-03-16,13.38,13.57,13.14,13.32,610040.0
2024-03-17,13.38,13.57,13.14,13.32,610040.0
2024-03-18,13.32,13.4,12.915,12.97,610339.0
2024-03-19,12.83,13.34,12.746,12.9,480663.0
2024-03-20,12.83,13.595,12.8,13.48,870584.0
2024-03-21,13.49,13.98,13.33,13.51,360517.0
2024-03-22,13.49,13.68,13.37,13.56,298376.0
2024-03-23,13.49,13.68,13.37,13.56,298376.0
2024-03-24,13.49,13.68,13.37,13.56,298376.0
2024-03-25,13.72,14.0,13.62,13.66,499864.0
2024-03-26,13.81,14.05,13.48,13.48,297159.0
2024-03-27,13.63,13.87,13.56,13.71,624484.0
2024-03-28,13.79,14.19,13.66,13.94,415604.0
2024-03-29,13.79,14.19,13.66,13.94,415604.0
2024-03-30,13.79,14.19,13.66,13.94,415604.0
2024-03-31,13.79,14.19,13.66,13.94,415604.0
2024-04-01,13.94,14.41,13.82,13.9,394097.0
2024-04-02,13.67,13.82,13.5,13.77,248754.0
2024-04-03,13.64,14.09,13.54,13.94,317481.0
2024-04-04,14.0,14.0,13.4089,13.6,511991.0
2024-04-05,13.5,13.515,13.15,13.49,361668.0
2024-04-06,13.5,13.515,13.15,13.49,361668.0
2024-04-07,13.5,13.515,13.15,13.49,361668.0
2024-04-08,13.67,13.685,13.305,13.58,380246.0
2024-04-09,13.66,14.21,13.63,13.88,572193.0
2024-04-10,13.42,13.79,13.18,13.66,378121.0
2024-04-11,13.66,13.74,13.35,13.6,379917.0
2024-04-12,13.46,13.65,13.3,13.41,386540.0
2024-04-13,13.46,13.65,13.3,13.41,386540.0
2024-04-14,13.46,13.65,13.3,13.41,386540.0
2024-04-15,13.16,13.57,13.06,13.14,319231.0
2024-04-16,13.03,13.28,12.81,13.2,280223.0
2024-04-17,13.26,13.55,13.21,13.47,300815.0
2024-04-18,13.54,14.12,13.42,14.0,708694.0
2024-04-19,13.93,14.52,13.74,14.5,1155050.0
2024-04-20,13.93,14.52,13.74,14.5,1155050.0
2024-04-21,13.93,14.52,13.74,14.5,1155050.0
2024-04-22,14.63,14.85,14.11,14.17,430246.0
2024-04-23,14.2,14.45,14.035,14.17,346951.0
2024-04-24,14.18,14.18,13.6,13.99,432276.0
2024-04-25,13.79,14.05,13.44,14.0,366221.0
2024-04-26,14.0,14.13,13.15,13.96,584291.0
2024-04-27,14.0,14.13,13.15,13.96,584291.0
2024-04-28,14.0,14.13,13.15,13.96,584291.0
2024-04-29,14.1,14.28,13.685,13.73,305604.0
2024-04-30,13.63,13.63,13.13,13.14,287255.0
2024-05-01,13.14,13.54,12.89,13.16,603642.0
