,AU US Equity,AU US Equity,AU US Equity,AU US Equity,AU US Equity
2013-05-19,15.6546,15.8542,15.4549,15.5366,11195428.0
2013-05-20,15.0375,15.5729,14.738,15.5184,7794553.0
2013-05-21,15.0284,15.1827,14.8378,14.865,3579615.0
2013-05-22,15.1645,15.464,14.8423,15.0465,3927825.0
2013-05-23,15.2462,15.4095,15.0465,15.1736,2854333.0
2013-05-24,14.9739,15.2643,14.7743,14.8287,2944244.0
2013-05-25,14.9739,15.2643,14.7743,14.8287,2944244.0
2013-05-26,14.9739,15.2643,14.7743,14.8287,2944244.0
2013-05-27,14.9739,15.2643,14.7743,14.8287,2944244.0
2013-05-28,14.8378,15.2099,14.7198,14.8287,3035587.0
2013-05-29,14.9017,15.3023,14.8198,15.2568,2418352.0
2013-05-30,15.5845,16.4402,15.5025,16.34,4367325.0
2013-05-31,16.2854,16.6495,16.2035,16.513,4047732.0
2013-06-01,16.2854,16.6495,16.2035,16.513,4047732.0
2013-06-02,16.2854,16.6495,16.2035,16.513,4047732.0
2013-06-03,16.4948,17.1593,16.2945,16.9499,3513261.0
2013-06-04,16.6495,16.868,16.0942,16.3036,2548985.0
2013-06-05,16.2126,16.5403,15.9759,16.1853,1670819.0
2013-06-06,15.9759,16.34,15.9396,16.2581,2299048.0
2013-06-07,15.63,15.6755,15.1748,15.3023,2738786.0
2013-06-08,15.63,15.6755,15.1748,15.3023,2738786.0
2013-06-09,15.63,15.6755,15.1748,15.3023,2738786.0
2013-06-10,15.1839,15.6391,15.0929,15.3478,1589801.0
2013-06-11,14.9928,15.3114,14.929,15.0383,3013705.0
2013-06-12,15.0383,15.3296,14.8835,14.9017,1940206.0
2013-06-13,14.6924,15.0019,14.6651,15.0019,2853618.0
2013-06-14,14.8289,15.0201,14.7834,14.8289,2749380.0
2013-06-15,14.8289,15.0201,14.7834,14.8289,2749380.0
2013-06-16,14.8289,15.0201,14.7834,14.8289,2749380.0
2013-06-17,14.7925,14.9928,14.7561,14.929,1276998.0
2013-06-18,14.7834,14.8835,14.1553,14.2008,7148514.0
2013-06-19,14.2372,14.3009,13.7548,13.8094,5759726.0
2013-06-20,13.245,13.4635,12.981,13.1266,9318747.0
2013-06-21,13.0993,13.6,12.9264,13.5545,4833775.0
2013-06-22,13.0993,13.6,12.9264,13.5545,4833775.0
2013-06-23,13.0993,13.6,12.9264,13.5545,4833775.0
2013-06-24,13.3542,13.3815,12.7352,12.7898,4446955.0
2013-06-25,12.808,13.0174,12.717,12.7352,2928271.0
2013-06-26,12.1435,12.1799,11.9068,11.9797,4214547.0
2013-06-27,12.1981,12.6169,12.1253,12.3802,3588345.0
2013-06-28,12.1617,13.1357,12.1162,13.0174,3469397.0
2013-06-29,12.1617,13.1357,12.1162,13.0174,3469397.0
2013-06-30,12.1617,13.1357,12.1162,13.0174,3469397.0
2013-07-01,13.1631,13.8649,12.9355,13.6273,4422257.0
2013-07-02,13.7548,13.8003,12.981,13.1175,3511444.0
2013-07-03,12.7443,12.7989,12.4075,12.6078,2692976.0
2013-07-04,12.7443,12.7989,12.4075,12.6078,2692976.0
2013-07-05,11.7339,11.8795,11.3788,11.7339,6099617.0
2013-07-06,11.7339,11.8795,11.3788,11.7339,6099617.0
2013-07-07,11.7339,11.8795,11.3788,11.7339,6099617.0
2013-07-08,11.7703,11.8067,11.4244,11.4517,2436034.0
2013-07-09,11.6246,11.7703,11.4699,11.5791,2797113.0
2013-07-10,11.6701,11.8067,11.4426,11.5882,2964813.0
2013-07-11,12.1253,12.1435,11.834,12.1162,3978313.0
2013-07-12,11.8431,11.8977,11.4881,11.6064,3795715.0
2013-07-13,11.8431,11.8977,11.4881,11.6064,3795715.0
2013-07-14,11.8431,11.8977,11.4881,11.6064,3795715.0
2013-07-15,11.4426,11.5882,11.2241,11.3242,5864851.0
2013-07-16,11.3697,11.8249,11.306,11.7885,5612747.0
2013-07-17,11.7703,12.0161,11.5427,11.5427,3513314.0
2013-07-18,11.6975,11.7703,11.5427,11.57,1797121.0
2013-07-19,11.743,12.2345,11.7066,12.1981,3005805.0
2013-07-20,11.743,12.2345,11.7066,12.1981,3005805.0
2013-07-21,11.743,12.2345,11.7066,12.1981,3005805.0
2013-07-22,12.5349,12.9264,12.4803,12.7716,3732650.0
2013-07-23,12.7898,13.1858,12.6533,13.1266,2678028.0
2013-07-24,13.245,13.2814,12.2618,12.5076,4785003.0
2013-07-25,12.4439,12.8991,12.3984,12.5714,3973753.0
2013-07-26,12.4439,12.5896,12.1071,12.5076,2236189.0
2013-07-27,12.4439,12.5896,12.1071,12.5076,2236189.0
2013-07-28,12.4439,12.5896,12.1071,12.5076,2236189.0
2013-07-29,12.544,12.5531,12.2527,12.2618,2098284.0
2013-07-30,12.098,12.1344,11.9159,12.0434,2372059.0
2013-07-31,11.9614,12.2254,11.7066,11.9888,3106773.0
2013-08-01,12.0798,12.189,11.5609,11.57,3152638.0
2013-08-02,11.6701,11.8158,11.3971,11.4244,2955285.0
2013-08-03,11.6701,11.8158,11.3971,11.4244,2955285.0
2013-08-04,11.6701,11.8158,11.3971,11.4244,2955285.0
2013-08-05,11.661,11.8249,11.4699,11.5063,2419870.0
2013-08-06,11.3333,11.3606,10.9328,10.9692,3784637.0
2013-08-07,10.7416,10.8873,10.5778,10.7052,7841239.0
2013-08-08,10.6961,11.5518,10.6961,11.4699,5768465.0
2013-08-09,11.479,12.1799,11.3424,11.9797,3716480.0
2013-08-10,11.479,12.1799,11.3424,11.9797,3716480.0
2013-08-11,11.479,12.1799,11.3424,11.9797,3716480.0
2013-08-12,12.1253,12.3711,12.1071,12.2709,4142971.0
2013-08-13,12.1435,12.1617,11.6792,11.7157,3093813.0
2013-08-14,11.834,12.5987,11.8067,12.5987,3809805.0
2013-08-15,12.3802,13.7456,12.2436,13.7274,6649511.0
2013-08-16,13.5363,13.7639,13.0174,13.427,6458136.0
2013-08-17,13.5363,13.7639,13.0174,13.427,6458136.0
2013-08-18,13.5363,13.7639,13.0174,13.427,6458136.0
2013-08-19,12.6897,13.0538,12.6078,12.6715,5188211.0
2013-08-20,12.6169,13.5636,12.4803,13.5545,4656733.0
2013-08-21,13.2632,13.4088,12.5076,12.5258,4171623.0
2013-08-22,12.6351,12.8535,12.4894,12.6533,2635719.0
2013-08-23,12.6169,13.1084,12.5714,13.0265,3293133.0
2013-08-24,12.6169,13.1084,12.5714,13.0265,3293133.0
2013-08-25,12.6169,13.1084,12.5714,13.0265,3293133.0
2013-08-26,13.1813,13.3178,12.9036,13.1722,2243787.0
2013-08-27,13.5363,13.6091,12.7534,12.7625,4399064.0
2013-08-28,12.8626,13.0356,12.0343,12.1071,5929854.0
2013-08-29,12.0161,12.3074,11.5518,12.1435,6229125.0
2013-08-30,12.0707,12.5896,11.9888,12.1708,4052622.0
2013-08-31,12.0707,12.5896,11.9888,12.1708,4052622.0
2013-09-01,12.0707,12.5896,11.9888,12.1708,4052622.0
2013-09-02,12.0707,12.5896,11.9888,12.1708,4052622.0
2013-09-03,12.4621,12.5349,12.1981,12.3893,3118815.0
2013-09-04,12.2345,12.4166,11.9523,12.4075,3840440.0
2013-09-05,12.4985,12.6169,12.2709,12.2709,3392198.0
2013-09-06,12.6806,13.0538,12.5076,12.7625,3692087.0
2013-09-07,12.6806,13.0538,12.5076,12.7625,3692087.0
2013-09-08,12.6806,13.0538,12.5076,12.7625,3692087.0
2013-09-09,12.7625,12.9992,12.5622,12.6351,3372903.0
2013-09-10,12.4257,12.6533,12.2801,12.2801,4015143.0
2013-09-11,12.2892,12.413,12.1162,12.2892,3472646.0
2013-09-12,11.834,12.0434,11.6519,11.6519,4188578.0
2013-09-13,11.4881,11.8158,11.3788,11.4517,4899656.0
2013-09-14,11.4881,11.8158,11.3788,11.4517,4899656.0
2013-09-15,11.4881,11.8158,11.3788,11.4517,4899656.0
2013-09-16,11.6884,12.1071,11.6155,11.7612,6039289.0
2013-09-17,11.7612,11.9523,11.5882,11.9523,3896363.0
2013-09-18,11.6792,13.1175,11.4244,13.0174,10270480.0
2013-09-19,13.1995,13.1995,12.453,12.5714,5662419.0
2013-09-20,12.2618,12.3756,11.743,11.8249,7712894.0
2013-09-21,12.2618,12.3756,11.743,11.8249,7712894.0
2013-09-22,12.2618,12.3756,11.743,11.8249,7712894.0
2013-09-23,11.834,12.3074,11.661,11.6884,4452116.0
2013-09-24,11.5973,11.6975,11.2787,11.479,4053926.0
2013-09-25,11.8067,12.3347,11.7612,12.0798,3938949.0
2013-09-26,12.2801,12.4803,11.7976,11.925,2729355.0
2013-09-27,12.189,12.4166,11.8841,12.0525,2995450.0
2013-09-28,12.189,12.4166,11.8841,12.0525,2995450.0
2013-09-29,12.189,12.4166,11.8841,12.0525,2995450.0
2013-09-30,11.9979,12.1435,11.9068,12.0889,2685516.0
2013-10-01,11.7976,11.8522,11.6064,11.7248,2696669.0
2013-10-02,11.7794,11.9705,11.5928,11.661,3555452.0
2013-10-03,11.6428,11.8158,11.4062,11.57,3186423.0
2013-10-04,11.5427,11.6519,11.4517,11.6246,1939329.0
2013-10-05,11.5427,11.6519,11.4517,11.6246,1939329.0
2013-10-06,11.5427,11.6519,11.4517,11.6246,1939329.0
2013-10-07,11.834,11.9523,11.7703,11.8522,2289710.0
2013-10-08,11.834,11.9341,11.4153,11.5427,2737341.0
2013-10-09,11.5245,11.9979,11.3333,11.8431,3457591.0
2013-10-10,11.7794,12.3165,11.7157,11.9797,3267212.0
2013-10-11,11.8249,12.0434,11.6519,11.8704,3896026.0
2013-10-12,11.8249,12.0434,11.6519,11.8704,3896026.0
2013-10-13,11.8249,12.0434,11.6519,11.8704,3896026.0
2013-10-14,12.1708,12.2163,12.0024,12.1344,2396089.0
2013-10-15,12.0616,12.4621,12.0161,12.4621,3938011.0
2013-10-16,12.626,12.6533,12.3074,12.362,3050388.0
2013-10-17,12.9082,13.7912,12.8626,13.5545,5839995.0
2013-10-18,13.427,13.5317,13.2086,13.4726,2787034.0
2013-10-19,13.427,13.5317,13.2086,13.4726,2787034.0
2013-10-20,13.427,13.5317,13.2086,13.4726,2787034.0
2013-10-21,13.3451,13.691,13.3269,13.5727,1969576.0
2013-10-22,13.9186,15.011,13.8458,14.8016,4490302.0
2013-10-23,14.7288,14.8471,14.112,14.3465,3367333.0
2013-10-24,14.6195,14.7743,14.3556,14.5649,3805412.0
2013-10-25,14.4375,14.6833,14.1735,14.6013,2458066.0
2013-10-26,14.4375,14.6833,14.1735,14.6013,2458066.0
2013-10-27,14.4375,14.6833,14.1735,14.6013,2458066.0
2013-10-28,14.6742,14.9564,14.5194,14.8926,3101694.0
2013-10-29,14.8562,14.9928,14.5467,14.6104,4157319.0
2013-10-30,14.838,14.9473,14.128,14.7379,2883452.0
2013-10-31,14.1462,14.3282,13.7001,13.7456,4290374.0
2013-11-01,13.5909,13.9004,13.3633,13.4179,3646704.0
2013-11-02,13.5909,13.9004,13.3633,13.4179,3646704.0
2013-11-03,13.5909,13.9004,13.3633,13.4179,3646704.0
2013-11-04,13.3724,13.773,13.3542,13.7365,3313980.0
2013-11-05,13.4543,13.5181,13.0447,13.3178,4136668.0
2013-11-06,14.1098,14.4101,13.9323,14.1553,3511481.0
2013-11-07,14.0734,14.4466,13.7821,13.8094,3578889.0
2013-11-08,13.6546,14.0779,13.4817,14.0552,3113191.0
2013-11-09,13.6546,14.0779,13.4817,14.0552,3113191.0
2013-11-10,13.6546,14.0779,13.4817,14.0552,3113191.0
2013-11-11,13.7502,14.046,13.5363,13.9823,2363813.0
2013-11-12,13.8003,13.9823,13.5909,13.6728,2156198.0
2013-11-13,13.7456,13.9368,13.691,13.8549,1436727.0
2013-11-14,14.0187,14.6787,14.0187,14.574,3009617.0
2013-11-15,14.5194,14.6104,14.1098,14.1189,1982081.0
2013-11-16,14.5194,14.6104,14.1098,14.1189,1982081.0
2013-11-17,14.5194,14.6104,14.1098,14.1189,1982081.0
2013-11-18,14.0552,14.1007,13.5545,13.6455,2081091.0
2013-11-19,13.3269,13.5863,13.2541,13.3906,2069663.0
2013-11-20,13.2177,13.4452,12.7716,12.8353,2892175.0
2013-11-21,12.5896,12.7625,12.4803,12.6533,2817638.0
2013-11-22,12.6988,12.8353,12.3529,12.453,2878077.0
2013-11-23,12.6988,12.8353,12.3529,12.453,2878077.0
2013-11-24,12.6988,12.8353,12.3529,12.453,2878077.0
2013-11-25,12.1344,12.3165,11.8067,12.1617,3793982.0
2013-11-26,12.0161,12.0889,11.8977,11.9432,2258661.0
2013-11-27,12.0434,12.0616,11.8613,11.9614,1704997.0
2013-11-28,12.0434,12.0616,11.8613,11.9614,1704997.0
2013-11-29,12.1071,12.4894,12.0479,12.3711,1378374.0
2013-11-30,12.1071,12.4894,12.0479,12.3711,1378374.0
2013-12-01,12.1071,12.4894,12.0479,12.3711,1378374.0
2013-12-02,12.1708,12.2436,11.4426,11.5427,4388235.0
2013-12-03,11.4062,11.5199,11.215,11.2605,3177895.0
2013-12-04,11.2787,11.7475,11.2059,11.5882,3912038.0
2013-12-05,11.1786,11.256,10.9237,10.9328,4033502.0
2013-12-06,11.2514,11.388,10.9328,10.9419,2457576.0
2013-12-07,11.2514,11.388,10.9328,10.9419,2457576.0
2013-12-08,11.2514,11.388,10.9328,10.9419,2457576.0
2013-12-09,11.1149,11.1695,10.9237,11.0511,3299168.0
2013-12-10,11.5154,12.189,11.4881,12.0343,5354729.0
2013-12-11,11.7066,11.7339,11.1422,11.1513,4450082.0
2013-12-12,10.8509,10.9146,10.6506,10.7416,2989226.0
2013-12-13,10.6688,10.9692,10.6597,10.7416,3012987.0
2013-12-14,10.6688,10.9692,10.6597,10.7416,3012987.0
2013-12-15,10.6688,10.9692,10.6597,10.7416,3012987.0
2013-12-16,10.7598,11.1149,10.7416,10.9965,2762109.0
2013-12-17,10.8873,10.9783,10.7325,10.8054,1841888.0
2013-12-18,10.7689,11.0967,10.6142,10.6142,4484440.0
2013-12-19,10.3684,10.3957,10.1408,10.332,4084923.0
2013-12-20,10.3593,10.4685,10.2137,10.2319,5148201.0
2013-12-21,10.3593,10.4685,10.2137,10.2319,5148201.0
2013-12-22,10.3593,10.4685,10.2137,10.2319,5148201.0
2013-12-23,10.3411,10.3957,10.1363,10.2046,2391284.0
2013-12-24,10.159,10.5323,10.159,10.4776,1808935.0
2013-12-25,10.159,10.5323,10.159,10.4776,1808935.0
2013-12-26,10.5869,10.7462,10.3639,10.4321,1744018.0
2013-12-27,10.6779,10.7598,10.4709,10.687,2560374.0
2013-12-28,10.6779,10.7598,10.4709,10.687,2560374.0
2013-12-29,10.6779,10.7598,10.4709,10.687,2560374.0
2013-12-30,10.6324,10.8509,10.4958,10.505,3433772.0
2013-12-31,10.505,10.8418,10.4412,10.6688,2168928.0
2014-01-01,10.505,10.8418,10.4412,10.6688,2168928.0
2014-01-02,11.0511,11.2878,10.9055,11.0967,3308188.0
2014-01-03,11.2605,11.2969,10.9965,11.0602,3173674.0
2014-01-04,11.2605,11.2969,10.9965,11.0602,3173674.0
2014-01-05,11.2605,11.2969,10.9965,11.0602,3173674.0
2014-01-06,11.1422,11.3333,10.9419,10.9692,2955909.0
2014-01-07,10.8873,10.8873,10.6597,10.8236,2795841.0
2014-01-08,10.6779,10.7325,10.5232,10.6597,2202050.0
2014-01-09,10.5323,10.6324,10.3411,10.3684,2247026.0
2014-01-10,10.5141,10.8418,10.4412,10.778,2893896.0
2014-01-11,10.5141,10.8418,10.4412,10.778,2893896.0
2014-01-12,10.5141,10.8418,10.4412,10.778,2893896.0
2014-01-13,11.0329,11.4881,10.8691,11.4699,4153021.0
2014-01-14,11.388,11.7703,11.1513,11.2423,3717458.0
2014-01-15,11.1331,11.6383,11.0601,11.5336,2410797.0
2014-01-16,11.5427,11.7339,11.5063,11.6428,1846460.0
2014-01-17,11.9523,12.4348,11.9523,12.3074,4005072.0
2014-01-18,11.9523,12.4348,11.9523,12.3074,4005072.0
2014-01-19,11.9523,12.4348,11.9523,12.3074,4005072.0
2014-01-20,11.9523,12.4348,11.9523,12.3074,4005072.0
2014-01-21,12.2892,12.3802,11.9432,12.3347,3321716.0
2014-01-22,12.2527,12.3438,11.8795,11.925,1918610.0
2014-01-23,12.1799,12.7716,12.1799,12.6624,4351117.0
2014-01-24,13.0356,13.1266,12.3256,12.8353,4504735.0
2014-01-25,13.0356,13.1266,12.3256,12.8353,4504735.0
2014-01-26,13.0356,13.1266,12.3256,12.8353,4504735.0
2014-01-27,12.9082,12.9901,12.4439,12.4985,3881961.0
2014-01-28,12.5531,12.981,12.3984,12.8991,2514030.0
2014-01-29,13.0174,13.4088,12.7816,13.3906,4477967.0
2014-01-30,13.0629,13.2086,12.8626,13.0811,3464167.0
2014-01-31,12.9628,13.3633,12.9628,13.3269,3683810.0
2014-02-01,12.9628,13.3633,12.9628,13.3269,3683810.0
2014-02-02,12.9628,13.3633,12.9628,13.3269,3683810.0
2014-02-03,13.3542,13.7183,13.3269,13.5181,2976105.0
2014-02-04,13.0811,13.3633,12.9537,13.3269,3062758.0
2014-02-05,13.3269,13.4726,13.1813,13.1813,2667115.0
2014-02-06,13.3451,13.5545,13.2268,13.5181,2297439.0
2014-02-07,13.3997,13.9914,13.3815,13.9459,3954865.0
2014-02-08,13.3997,13.9914,13.3815,13.9459,3954865.0
2014-02-09,13.3997,13.9914,13.3815,13.9459,3954865.0
2014-02-10,14.3282,14.6013,14.2008,14.3738,3086909.0
2014-02-11,14.4648,15.2386,14.4193,15.1111,4417510.0
2014-02-12,15.6118,15.6391,14.8653,14.9382,5858953.0
2014-02-13,15.1202,15.5936,15.011,15.5663,2953940.0
2014-02-14,15.8394,16.1944,15.63,15.9031,4404712.0
2014-02-15,15.8394,16.1944,15.63,15.9031,4404712.0
2014-02-16,15.8394,16.1944,15.63,15.9031,4404712.0
2014-02-17,15.8394,16.1944,15.63,15.9031,4404712.0
2014-02-18,15.9304,16.2126,15.7028,16.0123,3185441.0
2014-02-19,15.9668,16.2581,15.4661,15.5572,3261673.0
2014-02-20,15.4752,16.3673,15.457,16.3036,3976071.0
2014-02-21,16.2399,16.4766,16.0396,16.3582,4241894.0
2014-02-22,16.2399,16.4766,16.0396,16.3582,4241894.0
2014-02-23,16.2399,16.4766,16.0396,16.3582,4241894.0
2014-02-24,16.5221,16.8225,16.4675,16.5312,3935064.0
2014-02-25,16.4675,16.7679,16.3309,16.3582,2348737.0
2014-02-26,16.1671,16.2035,15.1703,15.6664,5837016.0
2014-02-27,15.6937,16.249,15.6755,16.0123,3002616.0
2014-02-28,16.1853,16.2308,15.8485,16.0032,3455750.0
2014-03-01,16.1853,16.2308,15.8485,16.0032,3455750.0
2014-03-02,16.1853,16.2308,15.8485,16.0032,3455750.0
2014-03-03,16.8771,16.9044,16.2854,16.3491,3882589.0
2014-03-04,16.0487,16.2126,15.8303,15.9486,3751663.0
2014-03-05,15.9395,16.4584,15.7211,16.4402,3141540.0
2014-03-06,16.5403,16.9408,16.5403,16.9226,2521018.0
2014-03-07,16.6404,17.041,16.5494,16.9499,2770178.0
2014-03-08,16.6404,17.041,16.5494,16.9499,2770178.0
2014-03-09,16.6404,17.041,16.5494,16.9499,2770178.0
2014-03-10,16.8953,17.0774,16.6768,16.8953,1895471.0
2014-03-11,17.0865,17.2685,16.8088,16.8316,4675491.0
2014-03-12,17.2048,17.3141,16.8316,17.0683,4431575.0
2014-03-13,17.0865,17.4187,16.9772,17.2503,3794029.0
2014-03-14,17.4142,17.7783,17.3687,17.6236,4374166.0
2014-03-15,17.4142,17.7783,17.3687,17.6236,4374166.0
2014-03-16,17.4142,17.7783,17.3687,17.6236,4374166.0
2014-03-17,17.5416,17.7237,17.2958,17.3414,3391770.0
2014-03-18,17.0501,17.5598,17.0228,17.2958,3620667.0
2014-03-19,17.0045,17.0865,16.249,16.3036,4541430.0
2014-03-20,16.2308,16.7406,16.158,16.513,6776920.0
2014-03-21,16.695,16.868,16.2854,16.3764,7772893.0
2014-03-22,16.695,16.868,16.2854,16.3764,7772893.0
2014-03-23,16.695,16.868,16.2854,16.3764,7772893.0
2014-03-24,16.1398,16.2235,15.4843,15.5299,3825164.0
2014-03-25,15.8667,16.1944,15.8667,15.9668,2878032.0
2014-03-26,16.0214,16.0578,15.2386,15.275,3523762.0
2014-03-27,15.193,15.4934,15.0929,15.4934,3572726.0
2014-03-28,15.5845,16.158,15.5207,15.9759,3385458.0
2014-03-29,15.5845,16.158,15.5207,15.9759,3385458.0
2014-03-30,15.5845,16.158,15.5207,15.9759,3385458.0
2014-03-31,15.7756,15.8257,15.3751,15.5481,3356167.0
2014-04-01,15.4388,15.7574,15.4297,15.7301,2488125.0
2014-04-02,16.0032,16.158,15.7529,15.8849,3381357.0
2014-04-03,15.63,15.7301,15.4479,15.7119,2331733.0
2014-04-04,16.1124,16.1489,15.6573,15.7301,1984380.0
2014-04-05,16.1124,16.1489,15.6573,15.7301,1984380.0
2014-04-06,16.1124,16.1489,15.6573,15.7301,1984380.0
2014-04-07,15.63,16.158,15.6209,15.8849,2218360.0
2014-04-08,16.249,16.9317,16.1853,16.9044,4101834.0
2014-04-09,16.4948,17.1047,16.3582,16.7861,2861577.0
2014-04-10,16.8134,17.0045,16.3764,16.4857,2263609.0
2014-04-11,16.4584,16.7224,16.2126,16.3582,1818802.0
2014-04-12,16.4584,16.7224,16.2126,16.3582,1818802.0
2014-04-13,16.4584,16.7224,16.2126,16.3582,1818802.0
2014-04-14,16.4766,16.7495,16.3582,16.5312,2217547.0
2014-04-15,15.8211,16.2581,15.6664,16.1398,3386332.0
2014-04-16,15.7938,15.9395,15.6391,15.8758,2076296.0
2014-04-17,15.9395,16.0396,15.7028,15.894,1341513.0
2014-04-18,15.9395,16.0396,15.7028,15.894,1341513.0
2014-04-19,15.9395,16.0396,15.7028,15.894,1341513.0
2014-04-20,15.9395,16.0396,15.7028,15.894,1341513.0
2014-04-21,15.5754,15.9759,15.4752,15.7756,1912081.0
2014-04-22,15.7756,16.0305,15.6755,15.9759,1866309.0
2014-04-23,15.7665,16.7406,15.7028,16.5403,2778894.0
2014-04-24,16.158,16.5585,16.1398,16.2763,2612356.0
2014-04-25,16.422,16.7497,16.3127,16.7406,2494630.0
2014-04-26,16.422,16.7497,16.3127,16.7406,2494630.0
2014-04-27,16.422,16.7497,16.3127,16.7406,2494630.0
2014-04-28,16.6131,16.7861,16.5222,16.7041,1626559.0
2014-04-29,16.3673,16.6859,16.3036,16.5494,1674887.0
2014-04-30,16.34,16.5494,16.168,16.4766,1962665.0
2014-05-01,16.3309,16.4311,16.1671,16.3582,1601500.0
2014-05-02,16.3673,16.7588,16.3036,16.7406,3467416.0
2014-05-03,16.3673,16.7588,16.3036,16.7406,3467416.0
2014-05-04,16.3673,16.7588,16.3036,16.7406,3467416.0
2014-05-05,16.8498,16.9954,16.5403,16.7133,1306520.0
2014-05-06,16.6586,16.7497,16.4948,16.5858,997641.0
2014-05-07,16.4857,16.5676,16.158,16.3855,1813492.0
2014-05-08,16.2672,16.4493,16.1489,16.1762,1218390.0
2014-05-09,16.076,16.1033,15.6482,15.7483,2209539.0
2014-05-10,16.076,16.1033,15.6482,15.7483,2209539.0
2014-05-11,16.076,16.1033,15.6482,15.7483,2209539.0
2014-05-12,15.8211,16.0578,15.7938,15.8211,2032145.0
2014-05-13,15.4661,15.7665,15.4024,15.5207,2070110.0
2014-05-14,15.8303,15.8758,15.4843,15.5207,1599253.0
2014-05-15,15.3933,15.539,15.2477,15.4661,2249580.0
2014-05-16,15.3933,15.5936,15.3478,15.3751,1421684.0
2014-05-17,15.3933,15.5936,15.3478,15.3751,1421684.0
2014-05-18,15.3933,15.5936,15.3478,15.3751,1421684.0
2014-05-19,16.1307,16.1307,15.3751,15.5025,1974708.0
2014-05-20,15.2386,15.539,15.2112,15.3569,1752323.0
2014-05-21,15.5025,15.5025,15.2249,15.4297,1397171.0
2014-05-22,15.5116,15.6482,15.3387,15.4934,1760542.0
2014-05-23,15.4115,15.5299,15.2841,15.3569,1707545.0
2014-05-24,15.4115,15.5299,15.2841,15.3569,1707545.0
2014-05-25,15.4115,15.5299,15.2841,15.3569,1707545.0
2014-05-26,15.4115,15.5299,15.2841,15.3569,1707545.0
2014-05-27,14.9473,14.9473,14.1826,14.3738,3506451.0
2014-05-28,14.1098,14.3009,13.955,14.0734,2664988.0
2014-05-29,13.9641,14.4557,13.9459,14.2008,1995303.0
2014-05-30,14.3556,14.4011,14.1189,14.3738,1973494.0
2014-05-31,14.3556,14.4011,14.1189,14.3738,1973494.0
2014-06-01,14.3556,14.4011,14.1189,14.3738,1973494.0
2014-06-02,14.2099,14.5012,14.0916,14.3373,1508131.0
2014-06-03,14.4466,14.4557,14.1098,14.3465,1380296.0
2014-06-04,14.3191,14.3736,13.9732,14.0369,2178628.0
2014-06-05,14.2554,14.5376,14.1826,14.4648,1591226.0
2014-06-06,14.4557,14.4921,14.2281,14.4193,921308.0
2014-06-07,14.4557,14.4921,14.2281,14.4193,921308.0
2014-06-08,14.4557,14.4921,14.2281,14.4193,921308.0
2014-06-09,14.4557,14.5467,14.3829,14.3829,895001.0
2014-06-10,14.5012,14.6195,14.3829,14.5012,1404040.0
2014-06-11,14.5103,14.6104,14.2918,14.4739,1593002.0
2014-06-12,14.5285,14.8653,14.4102,14.656,1979036.0
2014-06-13,14.5467,14.6104,14.3373,14.5558,1456934.0
2014-06-14,14.5467,14.6104,14.3373,14.5558,1456934.0
2014-06-15,14.5467,14.6104,14.3373,14.5558,1456934.0
2014-06-16,14.6195,14.7106,14.3009,14.5012,1838373.0
2014-06-17,14.3556,14.6924,14.2372,14.6469,2181610.0
2014-06-18,14.6742,14.8926,14.5376,14.8835,2363626.0
2014-06-19,15.1475,15.6846,15.1475,15.6027,4625063.0
2014-06-20,15.6937,15.7756,15.1885,15.3478,2640898.0
2014-06-21,15.6937,15.7756,15.1885,15.3478,2640898.0
2014-06-22,15.6937,15.7756,15.1885,15.3478,2640898.0
2014-06-23,15.457,15.6391,15.3205,15.5754,2041023.0
2014-06-24,15.7847,15.8849,15.1657,15.1839,3359393.0
2014-06-25,15.2203,15.4115,15.0838,15.2932,1504682.0
2014-06-26,15.3023,15.4206,15.0564,15.3569,1329064.0
2014-06-27,15.3842,15.4752,15.0565,15.2568,1479402.0
2014-06-28,15.3842,15.4752,15.0565,15.2568,1479402.0
2014-06-29,15.3842,15.4752,15.0565,15.2568,1479402.0
2014-06-30,15.1293,15.7119,15.0292,15.6664,2124197.0
2014-07-01,15.6573,15.8758,15.5207,15.5663,1421711.0
2014-07-02,15.5663,15.8849,15.5482,15.8029,1069491.0
2014-07-03,15.4388,15.7028,15.2203,15.6118,1307854.0
2014-07-04,15.4388,15.7028,15.2203,15.6118,1307854.0
2014-07-05,15.4388,15.7028,15.2203,15.6118,1307854.0
2014-07-06,15.4388,15.7028,15.2203,15.6118,1307854.0
2014-07-07,15.63,15.7119,15.3386,15.3751,1598256.0
2014-07-08,15.6391,16.1124,15.5025,16.0214,2756334.0
2014-07-09,16.2581,16.6263,16.2399,16.5676,2983852.0
2014-07-10,16.8407,17.0137,16.1853,16.2126,2956874.0
2014-07-11,16.3764,16.9227,16.1489,16.868,2097507.0
2014-07-12,16.3764,16.9227,16.1489,16.868,2097507.0
2014-07-13,16.3764,16.9227,16.1489,16.868,2097507.0
2014-07-14,16.2035,16.6222,16.2035,16.3582,2076166.0
2014-07-15,16.422,16.513,15.7574,15.812,2461335.0
2014-07-16,15.9941,16.3582,15.9941,16.2399,1868071.0
2014-07-17,16.3127,16.6313,15.9759,16.5312,2035674.0
2014-07-18,16.2035,16.513,15.985,16.4857,2830414.0
2014-07-19,16.2035,16.513,15.985,16.4857,2830414.0
2014-07-20,16.2035,16.513,15.985,16.4857,2830414.0
