,BPOP US Equity,BPOP US Equity,BPOP US Equity,BPOP US Equity,BPOP US Equity
2016-05-07,22.6922,23.1309,22.6922,23.099,339748.0
2016-05-08,22.6922,23.1309,22.6922,23.099,339748.0
2016-05-09,23.091,23.1788,22.8278,23.1548,376433.0
2016-05-10,23.2904,23.777,23.2266,23.7451,332498.0
2016-05-11,23.6733,23.8807,23.4978,23.7371,412121.0
2016-05-12,23.8328,23.9844,23.4101,23.761,556788.0
2016-05-13,23.7052,23.9844,22.9714,23.1788,485639.0
2016-05-14,23.7052,23.9844,22.9714,23.1788,485639.0
2016-05-15,23.7052,23.9844,22.9714,23.1788,485639.0
2016-05-16,23.1868,23.4779,23.1469,23.3463,284030.0
2016-05-17,23.3303,23.8408,22.9714,23.3543,381313.0
2016-05-18,23.3303,24.3114,23.3303,23.9285,1074878.0
2016-05-19,23.8408,24.2635,23.6095,24.0003,755428.0
2016-05-20,24.0881,24.6145,24.0243,24.431,540753.0
2016-05-21,24.0881,24.6145,24.0243,24.431,540753.0
2016-05-22,24.0881,24.6145,24.0243,24.431,540753.0
2016-05-23,24.455,24.7979,24.3273,24.6384,501357.0
2016-05-24,24.7979,25.117,24.7182,24.9096,373829.0
2016-05-25,25.0532,25.4121,24.9016,24.9016,716814.0
2016-05-26,24.9415,24.9415,24.5188,24.8139,704616.0
2016-05-27,24.8378,25.0532,24.7262,24.9654,386696.0
2016-05-28,24.8378,25.0532,24.7262,24.9654,386696.0
2016-05-29,24.8378,25.0532,24.7262,24.9654,386696.0
2016-05-30,24.8378,25.0532,24.7262,24.9654,386696.0
2016-05-31,25.125,25.1489,24.8538,24.9973,371051.0
2016-06-01,24.766,25.1489,24.6145,24.9814,519255.0
2016-06-02,24.9335,25.0871,24.7182,24.8937,407334.0
2016-06-03,24.5427,24.6145,23.8807,24.5028,507313.0
2016-06-04,24.5427,24.6145,23.8807,24.5028,507313.0
2016-06-05,24.5427,24.6145,23.8807,24.5028,507313.0
2016-06-06,24.5188,24.9814,24.5028,24.782,283105.0
2016-06-07,24.8139,24.9016,24.6065,24.6145,289347.0
2016-06-08,24.6225,25.1675,24.5504,24.7027,211082.0
2016-06-09,24.5343,24.8229,24.1817,24.8149,557613.0
2016-06-10,24.5424,24.5424,24.0695,24.1015,349555.0
2016-06-11,24.5424,24.5424,24.0695,24.1015,349555.0
2016-06-12,24.5424,24.5424,24.0695,24.1015,349555.0
2016-06-13,24.0695,24.1817,23.6126,23.845,629451.0
2016-06-14,23.7649,23.9011,23.0996,23.2279,360043.0
2016-06-15,23.308,23.813,23.1397,23.3962,588077.0
2016-06-16,23.2599,23.3561,22.755,23.1076,531676.0
2016-06-17,23.1557,23.7248,23.1557,23.4683,1014588.0
2016-06-18,23.1557,23.7248,23.1557,23.4683,1014588.0
2016-06-19,23.1557,23.7248,23.1557,23.4683,1014588.0
2016-06-20,23.9252,24.2859,23.7489,24.1015,520189.0
2016-06-21,24.1416,24.5327,23.7288,23.9092,223576.0
2016-06-22,23.9813,24.3019,23.7889,23.837,195706.0
2016-06-23,24.1015,24.4782,24.0615,24.2218,432934.0
2016-06-24,22.8752,23.2279,22.21,22.9073,1095025.0
2016-06-25,22.8752,23.2279,22.21,22.9073,1095025.0
2016-06-26,22.8752,23.2279,22.21,22.9073,1095025.0
2016-06-27,22.5386,22.5386,21.4165,21.6248,490290.0
2016-06-28,22.0497,22.5706,21.8606,22.4664,387083.0
2016-06-29,22.7229,23.0515,22.4745,22.8752,398880.0
2016-06-30,23.0275,23.5004,22.6267,23.4844,493215.0
2016-07-01,23.292,23.5044,23.0355,23.4443,598448.0
2016-07-02,23.292,23.5044,23.0355,23.4443,598448.0
2016-07-03,23.292,23.5044,23.0355,23.4443,598448.0
2016-07-04,23.292,23.5044,23.0355,23.4443,598448.0
2016-07-05,22.8432,23.0435,22.238,22.4424,554365.0
2016-07-06,22.3142,22.5947,22.0336,22.5225,430291.0
2016-07-07,22.5947,23.0195,22.4745,22.9634,339800.0
2016-07-08,23.2118,23.6206,23.2118,23.2439,399077.0
2016-07-09,23.2118,23.6206,23.2118,23.2439,399077.0
2016-07-10,23.2118,23.6206,23.2118,23.2439,399077.0
2016-07-11,23.4443,23.837,23.3241,23.7328,554494.0
2016-07-12,23.9573,24.4462,23.8691,24.3099,734901.0
2016-07-13,24.374,24.4943,24.1256,24.2298,1247865.0
2016-07-14,24.6706,24.8469,24.4702,24.6786,1383747.0
2016-07-15,24.8469,24.8469,24.4783,24.6786,534041.0
2016-07-16,24.8469,24.8469,24.4783,24.6786,534041.0
2016-07-17,24.8469,24.8469,24.4783,24.6786,534041.0
2016-07-18,24.6866,24.7908,24.6113,24.6546,486856.0
2016-07-19,24.5103,24.9672,24.4542,24.7828,442796.0
2016-07-20,24.879,24.9111,24.6626,24.8229,253776.0
2016-07-21,24.8149,25.0064,24.673,24.7588,215093.0
2016-07-22,24.8389,25.1756,24.7347,25.0714,388280.0
2016-07-23,24.8389,25.1756,24.7347,25.0714,388280.0
2016-07-24,24.8389,25.1756,24.7347,25.0714,388280.0
2016-07-25,25.1034,25.2156,24.7828,24.9271,318836.0
2016-07-26,24.9992,25.8809,24.3981,25.8488,625560.0
2016-07-27,26.0332,26.9068,25.9771,26.7545,871210.0
2016-07-28,26.6263,26.9429,26.3257,26.8668,679061.0
2016-07-29,26.8106,27.0832,26.4981,27.003,552741.0
2016-07-30,26.8106,27.0832,26.4981,27.003,552741.0
2016-07-31,26.8106,27.0832,26.4981,27.003,552741.0
2016-08-01,26.9389,27.3557,26.8347,26.8828,823518.0
2016-08-02,26.7866,27.2435,26.7305,27.1713,747947.0
2016-08-03,27.0912,27.4198,27.0671,27.3717,849573.0
2016-08-04,27.3637,28.037,27.3396,28.0209,1117826.0
2016-08-05,28.2934,29.2312,28.061,29.2312,1254502.0
2016-08-06,28.2934,29.2312,28.061,29.2312,1254502.0
2016-08-07,28.2934,29.2312,28.061,29.2312,1254502.0
2016-08-08,29.1511,29.6159,28.9908,29.5999,781015.0
2016-08-09,29.6881,29.7602,29.4476,29.6961,864491.0
2016-08-10,29.656,29.664,29.2633,29.4476,665830.0
2016-08-11,29.4957,29.8003,29.3194,29.4316,1254926.0
2016-08-12,29.3274,29.648,29.0709,29.6159,913170.0
2016-08-13,29.3274,29.648,29.0709,29.6159,913170.0
2016-08-14,29.3274,29.648,29.0709,29.6159,913170.0
2016-08-15,29.5518,29.8564,29.5518,29.7602,468716.0
2016-08-16,29.7121,30.0007,29.5318,29.9846,1685139.0
2016-08-17,29.8885,30.0247,29.7282,29.9205,533449.0
2016-08-18,29.9927,30.4816,29.8644,30.4255,1081341.0
2016-08-19,30.3774,30.5136,30.2732,30.3694,264358.0
2016-08-20,30.3774,30.5136,30.2732,30.3694,264358.0
2016-08-21,30.3774,30.5136,30.2732,30.3694,264358.0
2016-08-22,30.3373,30.5657,30.2411,30.2892,583461.0
2016-08-23,30.4816,30.6178,30.2491,30.3614,476927.0
2016-08-24,30.3854,30.5135,30.2652,30.3533,425643.0
2016-08-25,30.2411,30.6018,30.201,30.3213,678268.0
2016-08-26,30.4655,30.6178,30.2491,30.5697,704965.0
2016-08-27,30.4655,30.6178,30.2491,30.5697,704965.0
2016-08-28,30.4655,30.6178,30.2491,30.5697,704965.0
2016-08-29,30.5778,30.9424,30.5778,30.8823,594423.0
2016-08-30,30.9304,31.251,30.8262,31.251,580101.0
2016-08-31,31.243,31.6598,31.1388,31.5075,776356.0
2016-09-01,31.6117,31.74,31.1388,31.6277,799072.0
2016-09-02,31.7159,31.8602,31.0747,31.8522,468940.0
2016-09-03,31.7159,31.8602,31.0747,31.8522,468940.0
2016-09-04,31.7159,31.8602,31.0747,31.8522,468940.0
2016-09-05,31.7159,31.8602,31.0747,31.8522,468940.0
2016-09-06,31.9644,31.9644,31.1068,31.1549,587133.0
2016-09-07,31.187,31.5652,31.1549,31.533,532173.0
2016-09-08,31.5089,31.9031,31.4365,31.8629,797390.0
2016-09-09,31.8146,32.0882,31.2112,31.4606,636736.0
2016-09-10,31.8146,32.0882,31.2112,31.4606,636736.0
2016-09-11,31.8146,32.0882,31.2112,31.4606,636736.0
2016-09-12,31.2836,31.4204,30.8652,31.356,698347.0
2016-09-13,31.0824,31.1388,30.5916,30.9778,503813.0
2016-09-14,30.8813,31.2836,30.4074,30.8974,544869.0
2016-09-15,30.9215,31.1951,30.7847,31.0342,483497.0
2016-09-16,30.833,31.1307,30.7204,31.0824,862426.0
2016-09-17,30.833,31.1307,30.7204,31.0824,862426.0
2016-09-18,30.833,31.1307,30.7204,31.0824,862426.0
2016-09-19,31.4043,31.4606,30.9356,31.0181,345347.0
2016-09-20,31.1468,31.2675,30.9456,30.9738,269515.0
2016-09-21,31.1307,31.3158,30.8893,31.0583,593240.0
2016-09-22,31.2595,31.5008,31.0261,31.4365,363817.0
2016-09-23,31.3399,31.6618,31.0583,31.348,467334.0
2016-09-24,31.3399,31.6618,31.0583,31.348,467334.0
2016-09-25,31.3399,31.6618,31.0583,31.348,467334.0
2016-09-26,31.1468,31.2353,30.6801,30.6962,392032.0
2016-09-27,30.6077,30.9617,30.2617,30.8089,658448.0
2016-09-28,30.9939,31.1709,30.6399,31.1066,298644.0
2016-09-29,31.2112,31.2112,30.1893,30.2134,660028.0
2016-09-30,30.2939,30.9939,29.8031,30.7525,762756.0
2016-10-01,30.2939,30.9939,29.8031,30.7525,762756.0
2016-10-02,30.2939,30.9939,29.8031,30.7525,762756.0
2016-10-03,30.4629,30.7936,30.3663,30.664,534142.0
2016-10-04,30.7445,30.8089,30.3583,30.5031,567873.0
2016-10-05,30.5272,31.3641,30.0364,31.2112,1488473.0
2016-10-06,31.3319,31.7342,31.1227,31.5491,560608.0
2016-10-07,31.4928,31.6376,31.0663,31.5733,844431.0
2016-10-08,31.4928,31.6376,31.0663,31.5733,844431.0
2016-10-09,31.4928,31.6376,31.0663,31.5733,844431.0
2016-10-10,31.7261,31.7422,31.2755,31.356,420823.0
2016-10-11,31.3962,31.4284,30.6077,30.8813,546255.0
2016-10-12,30.8169,31.0586,30.2376,30.3341,656939.0
2016-10-13,30.1491,30.1491,29.2077,29.6985,566176.0
2016-10-14,29.9962,30.2859,29.6663,30.0767,377211.0
2016-10-15,29.9962,30.2859,29.6663,30.0767,377211.0
2016-10-16,29.9962,30.2859,29.6663,30.0767,377211.0
2016-10-17,30.1008,30.2778,29.8675,30.0767,386767.0
2016-10-18,30.5112,30.5514,30.1491,30.4629,277575.0
2016-10-19,30.4951,31.1468,30.487,31.0342,406118.0
2016-10-20,31.01,31.4687,29.4383,31.0342,327601.0
2016-10-21,30.7284,31.0342,30.5112,30.9537,170170.0
2016-10-22,30.7284,31.0342,30.5112,30.9537,170170.0
2016-10-23,30.7284,31.0342,30.5112,30.9537,170170.0
2016-10-24,31.0181,31.4284,31.01,31.3641,268736.0
2016-10-25,30.7767,31.4767,30.2939,30.3341,661254.0
2016-10-26,30.31,30.5433,29.9198,30.0606,715665.0
2016-10-27,30.3341,30.3502,29.956,29.9882,370823.0
2016-10-28,30.0767,30.0767,29.3123,29.4008,388703.0
2016-10-29,30.0767,30.0767,29.3123,29.4008,388703.0
2016-10-30,30.0767,30.0767,29.3123,29.4008,388703.0
2016-10-31,29.5376,29.5376,29.1835,29.2077,497689.0
2016-11-01,29.3686,29.441,28.9019,29.0307,648625.0
2016-11-02,28.8939,29.0065,28.226,28.4916,710820.0
2016-11-03,28.6605,29.1031,28.4223,29.0628,594578.0
2016-11-04,28.9985,29.5054,28.5962,28.8939,393418.0
2016-11-05,28.9985,29.5054,28.5962,28.8939,393418.0
2016-11-06,28.9985,29.5054,28.5962,28.8939,393418.0
2016-11-07,29.4088,29.9238,29.3525,29.8433,419021.0
2016-11-08,29.795,30.1249,29.4611,29.8594,488771.0
2016-11-09,30.1088,30.8089,30.0525,30.4548,738539.0
2016-11-10,30.9859,33.2388,30.9859,32.9572,1300484.0
2016-11-11,32.74,33.1825,32.4986,32.8767,1009852.0
2016-11-12,32.74,33.1825,32.4986,32.8767,1009852.0
2016-11-13,32.74,33.1825,32.4986,32.8767,1009852.0
2016-11-14,33.2388,34.4618,32.9492,33.102,834141.0
2016-11-15,32.7641,33.9308,32.5307,33.9147,748116.0
2016-11-16,33.6009,33.8423,33.2549,33.4641,663081.0
2016-11-17,33.3354,34.0112,33.2681,33.6974,691973.0
2016-11-18,33.4078,33.7055,33.1118,33.5687,666496.0
2016-11-19,33.4078,33.7055,33.1118,33.5687,666496.0
2016-11-20,33.4078,33.7055,33.1118,33.5687,666496.0
2016-11-21,33.7699,33.794,33.1423,33.3836,467547.0
2016-11-22,33.1262,33.4802,32.917,33.0859,750673.0
2016-11-23,33.3112,33.5285,33.102,33.3434,918368.0
2016-11-24,33.3112,33.5285,33.102,33.3434,918368.0
2016-11-25,33.3756,33.6089,32.6362,33.3836,312786.0
2016-11-26,33.3756,33.6089,32.6362,33.3836,312786.0
2016-11-27,33.3756,33.6089,32.6362,33.3836,312786.0
2016-11-28,33.263,33.3032,32.3135,32.402,486952.0
2016-11-29,32.5468,32.9813,32.3618,32.7158,639453.0
2016-11-30,33.3273,33.4722,32.6997,32.7078,446835.0
2016-12-01,32.9572,33.1825,32.6675,32.8365,630722.0
2016-12-02,32.8285,33.3997,32.4181,33.3434,730534.0
2016-12-03,32.8285,33.3997,32.4181,33.3434,730534.0
2016-12-04,32.8285,33.3997,32.4181,33.3434,730534.0
2016-12-05,33.7377,33.9147,33.6411,33.7618,664875.0
2016-12-06,34.14,34.7595,33.8342,34.7274,635920.0
2016-12-07,34.8888,35.0665,34.6587,35.0503,796190.0
2016-12-08,35.1311,36.0838,35.0503,35.9143,973154.0
2016-12-09,35.9708,36.108,35.4137,35.9789,1289891.0
2016-12-10,35.9708,36.108,35.4137,35.9789,1289891.0
2016-12-11,35.9708,36.108,35.4137,35.9789,1289891.0
2016-12-12,36.0031,36.108,35.4621,35.6236,552171.0
2016-12-13,35.2279,36.0434,35.2279,35.672,529039.0
2016-12-14,35.4379,36.0273,35.1311,35.3006,894977.0
2016-12-15,35.8174,36.2615,35.4217,35.9869,840441.0
2016-12-16,35.8577,36.0273,35.0584,35.4056,1855002.0
2016-12-17,35.8577,36.0273,35.0584,35.4056,1855002.0
2016-12-18,35.8577,36.0273,35.0584,35.4056,1855002.0
2016-12-19,35.6236,35.6236,34.7354,35.2441,378787.0
2016-12-20,35.4944,35.89,35.0907,35.89,460615.0
2016-12-21,35.7366,35.9627,35.4137,35.8658,397268.0
2016-12-22,35.8497,36.0354,35.4702,35.8254,593206.0
2016-12-23,35.7447,36.0596,35.6559,35.8658,298558.0
2016-12-24,35.7447,36.0596,35.6559,35.8658,298558.0
2016-12-25,35.7447,36.0596,35.6559,35.8658,298558.0
2016-12-26,35.7447,36.0596,35.6559,35.8658,298558.0
2016-12-27,35.89,36.108,35.6317,36.0919,504927.0
2016-12-28,36.1242,36.1242,35.559,35.7043,267459.0
2016-12-29,35.777,35.9789,34.9373,35.2037,301867.0
2016-12-30,35.2602,35.4944,34.9373,35.3814,412385.0
2016-12-31,35.2602,35.4944,34.9373,35.3814,412385.0
2017-01-01,35.2602,35.4944,34.9373,35.3814,412385.0
2017-01-02,35.2602,35.4944,34.9373,35.3814,412385.0
2017-01-03,35.9143,35.9789,34.8,35.3006,649542.0
2017-01-04,35.2845,36.0192,35.2804,35.7528,568554.0
2017-01-05,35.6074,35.9546,35.1694,35.5751,513127.0
2017-01-06,35.7205,35.9466,35.4863,35.7124,285703.0
2017-01-07,35.7205,35.9466,35.4863,35.7124,285703.0
2017-01-08,35.7205,35.9466,35.4863,35.7124,285703.0
2017-01-09,35.559,35.559,35.018,35.2602,306437.0
2017-01-10,35.4702,36.0241,35.2199,35.8577,405586.0
2017-01-11,35.89,36.3099,35.4702,36.2937,527144.0
2017-01-12,36.0919,36.0919,35.0377,35.8093,432761.0
2017-01-13,36.0919,36.8024,35.777,35.8497,531348.0
2017-01-14,36.0919,36.8024,35.777,35.8497,531348.0
2017-01-15,36.0919,36.8024,35.777,35.8497,531348.0
2017-01-16,36.0919,36.8024,35.777,35.8497,531348.0
2017-01-17,35.4944,35.6478,34.695,34.7677,428047.0
2017-01-18,34.8969,35.236,34.4851,35.2037,503518.0
2017-01-19,35.2764,35.4217,34.8969,35.2925,369359.0
2017-01-20,35.5025,35.995,35.5025,35.8739,478010.0
2017-01-21,35.5025,35.995,35.5025,35.8739,478010.0
2017-01-22,35.5025,35.995,35.5025,35.8739,478010.0
2017-01-23,35.6882,35.89,35.2845,35.664,382044.0
2017-01-24,36.2292,36.867,35.7043,36.4391,820522.0
2017-01-25,36.3503,36.9074,36.3018,36.4956,632439.0
2017-01-26,36.5521,36.8145,36.3422,36.7621,399116.0
2017-01-27,36.8186,36.8186,36.2292,36.3826,461638.0
2017-01-28,36.8186,36.8186,36.2292,36.3826,461638.0
2017-01-29,36.8186,36.8186,36.2292,36.3826,461638.0
2017-01-30,35.8335,35.8335,35.1472,35.6074,455102.0
2017-01-31,35.6397,36.0111,35.4056,35.8739,352712.0
2017-02-01,36.1969,36.6732,35.4379,35.8093,536074.0
2017-02-02,35.5994,35.5994,34.8646,35.0099,604010.0
2017-02-03,35.5267,35.9708,35.3894,35.5994,515912.0
2017-02-04,35.5267,35.9708,35.3894,35.5994,515912.0
2017-02-05,35.5267,35.9708,35.3894,35.5994,515912.0
2017-02-06,35.4702,35.7366,35.1674,35.3571,442844.0
2017-02-07,35.4379,35.5913,34.6756,35.0261,406231.0
2017-02-08,34.8969,34.9615,34.1985,34.9373,362770.0
2017-02-09,34.9373,35.4702,34.7839,35.3652,405394.0
2017-02-10,35.5267,35.5792,35.0503,35.3571,390874.0
2017-02-11,35.5267,35.5792,35.0503,35.3571,390874.0
2017-02-12,35.5267,35.5792,35.0503,35.3571,390874.0
2017-02-13,35.6963,36.4472,35.6963,36.2937,512260.0
2017-02-14,36.3099,37.1092,36.2049,36.9397,553224.0
2017-02-15,36.9801,36.9801,36.5279,36.7378,445511.0
2017-02-16,36.649,36.9155,36.4431,36.8832,221353.0
2017-02-17,36.4956,36.6571,36.3018,36.6329,280476.0
2017-02-18,36.4956,36.6571,36.3018,36.6329,280476.0
2017-02-19,36.4956,36.6571,36.3018,36.6329,280476.0
2017-02-20,36.4956,36.6571,36.3018,36.6329,280476.0
2017-02-21,36.649,36.9397,36.5118,36.6732,240607.0
2017-02-22,36.8751,36.8751,36.0273,36.1484,509908.0
2017-02-23,36.2292,36.2292,35.5832,36.0192,260024.0
2017-02-24,35.5509,35.8739,35.3814,35.8093,382473.0
2017-02-25,35.5509,35.8739,35.3814,35.8093,382473.0
2017-02-26,35.5509,35.8739,35.3814,35.8093,382473.0
2017-02-27,35.7851,36.0757,35.6478,36.0757,469463.0
2017-02-28,35.8335,36.0031,35.2037,35.5751,648457.0
2017-03-01,36.3099,36.972,36.0757,36.4472,576532.0
2017-03-02,36.5521,36.5602,35.5186,35.5671,506456.0
2017-03-03,35.7528,36.1565,35.4217,35.4298,620305.0
2017-03-04,35.7528,36.1565,35.4217,35.4298,620305.0
2017-03-05,35.7528,36.1565,35.4217,35.4298,620305.0
2017-03-06,35.454,35.5267,34.7919,35.1795,713259.0
2017-03-07,35.0745,35.1634,34.5093,34.5336,748618.0
2017-03-08,34.9857,35.1472,33.7584,33.8069,1661027.0
2017-03-09,33.9764,34.1379,33.4112,33.71,802635.0
2017-03-10,33.8715,34.4447,32.9308,33.0237,1200700.0
2017-03-11,33.8715,34.4447,32.9308,33.0237,1200700.0
2017-03-12,33.8715,34.4447,32.9308,33.0237,1200700.0
2017-03-13,33.0802,33.1932,32.7653,32.9106,593469.0
2017-03-14,32.5554,32.9429,32.3697,32.838,586424.0
2017-03-15,33.0167,33.3092,32.7161,32.9598,676737.0
2017-03-16,33.1629,33.4392,32.968,33.2686,770780.0
2017-03-17,33.2929,33.4148,32.8298,33.1223,849031.0
2017-03-18,33.2929,33.4148,32.8298,33.1223,849031.0
2017-03-19,33.2929,33.4148,32.8298,33.1223,849031.0
2017-03-20,32.9517,33.0005,32.7138,32.773,714228.0
2017-03-21,32.9273,33.0167,31.3025,31.6762,1181657.0
2017-03-22,31.4569,31.9362,30.9938,31.2456,912866.0
2017-03-23,31.1319,31.9524,31.075,31.4487,754436.0
2017-03-24,31.5056,31.7818,31.2213,31.4325,496253.0
2017-03-25,31.5056,31.7818,31.2213,31.4325,496253.0
2017-03-26,31.5056,31.7818,31.2213,31.4325,496253.0
2017-03-27,30.8719,31.534,30.5226,31.4894,683364.0
2017-03-28,31.335,32.188,31.2375,32.0662,811254.0
2017-03-29,32.0255,32.5049,31.9199,32.2205,713952.0
2017-03-30,32.3261,33.5204,32.0905,33.3904,631532.0
2017-03-31,33.366,33.6179,32.9111,33.0898,572693.0
2017-04-01,33.366,33.6179,32.9111,33.0898,572693.0
2017-04-02,33.366,33.6179,32.9111,33.0898,572693.0
2017-04-03,33.1061,33.2929,32.6755,32.9842,457938.0
2017-04-04,32.8542,33.0736,32.6836,32.968,343636.0
2017-04-05,33.1873,33.3904,32.4318,32.5049,717646.0
2017-04-06,32.5211,33.0492,32.1799,32.7242,444743.0
2017-04-07,32.318,32.708,32.0824,32.5617,404968.0
2017-04-08,32.318,32.708,32.0824,32.5617,404968.0
2017-04-09,32.318,32.708,32.0824,32.5617,404968.0
2017-04-10,32.5861,32.7973,32.0174,32.1799,335361.0
2017-04-11,32.0905,32.5699,31.9037,32.3993,506378.0
2017-04-12,32.4074,32.4643,31.6315,31.6518,514055.0
2017-04-13,31.5462,31.9118,31.1522,31.3106,673796.0
2017-04-14,31.5462,31.9118,31.1522,31.3106,673796.0
2017-04-15,31.5462,31.9118,31.1522,31.3106,673796.0
2017-04-16,31.5462,31.9118,31.1522,31.3106,673796.0
2017-04-17,31.3756,31.8631,31.2131,31.8224,328331.0
2017-04-18,31.6031,31.8367,31.1725,31.4731,637571.0
2017-04-19,31.8062,32.4236,31.7087,32.1068,437567.0
2017-04-20,32.2855,32.448,32.0337,32.3586,341862.0
2017-04-21,32.3343,32.6592,31.6681,31.9849,508160.0
2017-04-22,32.3343,32.6592,31.6681,31.9849,508160.0
2017-04-23,32.3343,32.6592,31.6681,31.9849,508160.0
2017-04-24,32.838,33.1542,32.4805,32.7242,738245.0
2017-04-25,33.3092,34.7878,33.1061,33.2523,1060247.0
2017-04-26,33.3417,34.7228,33.3092,34.6822,684221.0
2017-04-27,34.8121,35.2427,34.1297,34.4059,331732.0
2017-04-28,34.3978,34.6984,33.9916,34.0485,401895.0
2017-04-29,34.3978,34.6984,33.9916,34.0485,401895.0
2017-04-30,34.3978,34.6984,33.9916,34.0485,401895.0
2017-05-01,34.1947,34.869,33.9429,34.6578,733043.0
2017-05-02,34.6822,34.7878,33.6423,33.8616,357400.0
2017-05-03,33.7479,34.4466,33.6666,34.4466,435603.0
2017-05-04,34.4628,34.7634,33.3254,33.4635,648696.0
2017-05-05,33.5854,33.6878,32.7892,33.3173,372809.0
2017-05-06,33.5854,33.6878,32.7892,33.3173,372809.0
2017-05-07,33.5854,33.6878,32.7892,33.3173,372809.0
2017-05-08,33.3985,33.7723,33.366,33.691,372179.0
2017-05-09,33.756,33.8372,33.0573,33.2198,275203.0
2017-05-10,33.0573,33.4067,32.8867,33.1467,530259.0
2017-05-11,33.0167,33.3742,32.5374,32.903,441628.0
2017-05-12,32.7324,32.786,32.0093,32.4805,348217.0
2017-05-13,32.7324,32.786,32.0093,32.4805,348217.0
2017-05-14,32.7324,32.786,32.0093,32.4805,348217.0
2017-05-15,32.4968,32.7161,32.4236,32.6267,259263.0
2017-05-16,32.6917,33.366,32.253,32.6267,439157.0
2017-05-17,31.8874,31.9849,30.7257,31.0994,576813.0
2017-05-18,30.9694,31.2862,30.6363,30.7582,462829.0
2017-05-19,30.6932,31.14,30.5794,30.9938,354561.0
2017-05-20,30.6932,31.14,30.5794,30.9938,354561.0
2017-05-21,30.6932,31.14,30.5794,30.9938,354561.0
2017-05-22,31.1319,31.1806,30.6688,31.0425,290899.0
2017-05-23,31.0344,31.3837,30.9044,31.2131,335216.0
2017-05-24,31.3106,31.4,30.9044,31.1481,443448.0
2017-05-25,31.2375,31.2375,30.7338,31.0182,252759.0
2017-05-26,30.8394,30.9328,30.4657,30.7663,296888.0
2017-05-27,30.8394,30.9328,30.4657,30.7663,296888.0
2017-05-28,30.8394,30.9328,30.4657,30.7663,296888.0
2017-05-29,30.8394,30.9328,30.4657,30.7663,296888.0
2017-05-30,30.5876,30.7094,30.3357,30.4413,414448.0
2017-05-31,30.4657,30.6687,29.8036,30.222,576542.0
2017-06-01,30.3195,30.8394,29.9701,30.5145,1012924.0
2017-06-02,30.2301,30.7743,30.1082,30.3682,400335.0
2017-06-03,30.2301,30.7743,30.1082,30.3682,400335.0
2017-06-04,30.2301,30.7743,30.1082,30.3682,400335.0
2017-06-05,30.2707,30.7257,30.2301,30.287,306659.0
2017-06-06,30.0676,30.5063,29.8605,30.2057,513387.0
2017-06-07,30.3366,31.0073,30.3366,30.8437,457393.0
2017-06-08,30.7619,32.2505,29.8704,31.7598,447308.0
2017-06-09,31.9806,32.59,31.6655,32.4632,485029.0
2017-06-10,31.9806,32.59,31.6655,32.4632,485029.0
2017-06-11,31.9806,32.59,31.6655,32.4632,485029.0
2017-06-12,32.5204,32.9458,31.997,32.4223,557296.0
2017-06-13,32.5123,32.7331,32.1197,32.365,374635.0
2017-06-14,32.1524,32.226,31.2281,32.1197,496781.0
2017-06-15,31.9806,32.2996,31.7025,32.1687,388417.0
2017-06-16,32.1033,32.175,30.5574,31.9152,607537.0
2017-06-17,32.1033,32.175,30.5574,31.9152,607537.0
2017-06-18,32.1033,32.175,30.5574,31.9152,607537.0
2017-06-19,32.1115,32.5695,31.997,32.4632,428590.0
2017-06-20,32.3487,32.4468,31.8089,31.9234,445133.0
2017-06-21,31.9643,32.0215,31.6371,31.9561,539494.0
2017-06-22,31.9397,32.0706,31.5389,31.8416,444423.0
2017-06-23,32.0379,32.2832,31.6698,31.9561,1026211.0
2017-06-24,32.0379,32.2832,31.6698,31.9561,1026211.0
2017-06-25,32.0379,32.2832,31.6698,31.9561,1026211.0
2017-06-26,32.046,32.7904,31.7516,32.0379,551050.0
2017-06-27,32.1769,32.7004,31.9397,32.1687,331071.0
2017-06-28,32.3405,33.0848,32.2096,33.0275,637454.0
2017-06-29,33.6246,34.4017,33.6246,34.099,729099.0
2017-06-30,34.3771,34.4425,33.596,34.1154,592966.0
2017-07-01,34.3771,34.4425,33.596,34.1154,592966.0
2017-07-02,34.3771,34.4425,33.596,34.1154,592966.0
2017-07-03,34.2135,34.966,34.1481,34.737,387482.0
2017-07-04,34.2135,34.966,34.1481,34.737,387482.0
2017-07-05,34.7452,34.8106,34.189,34.737,342170.0
2017-07-06,34.7206,34.9415,34.0827,34.2054,460196.0
2017-07-07,34.2708,34.3935,33.7882,34.3117,267976.0
2017-07-08,34.2708,34.3935,33.7882,34.3117,267976.0
2017-07-09,34.2708,34.3935,33.7882,34.3117,267976.0
2017-07-10,34.1726,35.5467,33.8536,33.9191,374998.0
2017-07-11,33.8536,34.0581,33.6901,33.9191,377621.0
2017-07-12,33.8945,34.3362,33.6737,33.9109,351452.0
2017-07-13,34.0172,34.1726,33.5919,33.8455,288156.0
2017-07-14,33.5756,33.8536,33.2975,33.7391,254273.0
2017-07-15,33.5756,33.8536,33.2975,33.7391,254273.0
2017-07-16,33.5756,33.8536,33.2975,33.7391,254273.0
2017-07-17,33.7473,34.1154,33.5183,33.9763,286917.0
2017-07-18,33.8291,34.1072,33.6328,34.0009,320171.0
2017-07-19,34.0172,34.2708,33.9436,34.2054,314092.0
2017-07-20,34.1481,34.3853,33.9436,34.1808,136281.0
